,Content ID,Type,Datetime,ContentType,Category,Sentiment,Score
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,photo,healthy eating,positive,60
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,photo,healthy eating,positive,50
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,photo,healthy eating,negative,5
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,photo,healthy eating,positive,30
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,photo,healthy eating,negative,10
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,photo,healthy eating,neutral,35
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,photo,healthy eating,positive,60
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,photo,healthy eating,positive,75
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,photo,healthy eating,positive,70
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,photo,healthy eating,negative,5
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,photo,healthy eating,negative,10
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,photo,healthy eating,negative,10
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,photo,healthy eating,positive,70
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,photo,healthy eating,positive,30
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,photo,healthy eating,positive,65
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,photo,healthy eating,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,photo,healthy eating,negative,0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,photo,healthy eating,positive,72
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,photo,healthy eating,positive,72
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,photo,healthy eating,positive,72
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,photo,healthy eating,positive,30
83,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,photo,technology,negative,12
84,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,photo,technology,positive,70
85,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,photo,technology,positive,60
86,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,photo,technology,negative,15
87,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,photo,technology,positive,60
88,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,photo,technology,negative,5
89,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,photo,technology,neutral,20
90,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,video,food,negative,15
91,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53,GIF,cooking,positive,30
92,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03,GIF,cooking,negative,5
93,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29,GIF,cooking,positive,70
94,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04,GIF,cooking,neutral,35
95,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52,GIF,cooking,negative,10
96,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03,GIF,cooking,positive,65
97,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15,GIF,cooking,positive,70
98,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25,GIF,cooking,positive,30
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41,GIF,cooking,positive,72
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24,GIF,cooking,positive,50
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54,GIF,cooking,positive,70
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24,GIF,cooking,neutral,20
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17,GIF,cooking,positive,72
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54,GIF,cooking,negative,12
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26,GIF,cooking,neutral,35
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46,GIF,cooking,negative,10
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57,GIF,cooking,negative,10
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16,GIF,cooking,positive,45
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45,GIF,cooking,neutral,35
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25,GIF,cooking,positive,72
111,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,video,dogs,positive,70
112,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,video,dogs,positive,60
113,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,video,dogs,positive,45
114,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,video,dogs,negative,12
115,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,video,dogs,negative,0
116,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,video,dogs,positive,60
117,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,video,dogs,negative,5
118,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,video,dogs,positive,50
119,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,video,dogs,neutral,35
120,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,video,dogs,positive,60
121,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,video,dogs,negative,0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,video,dogs,positive,70
123,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,video,dogs,positive,30
124,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,video,dogs,negative,5
125,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,video,dogs,positive,45
126,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,video,dogs,negative,10
127,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,video,dogs,negative,12
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,video,dogs,positive,70
129,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,video,dogs,positive,70
130,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,video,dogs,positive,75
131,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,video,dogs,negative,10
132,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,video,dogs,negative,15
133,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,video,dogs,neutral,20
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,video,dogs,positive,30
135,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,video,dogs,negative,15
136,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,video,dogs,negative,15
137,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,video,dogs,positive,30
138,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,video,dogs,positive,30
139,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,video,dogs,negative,12
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,video,dogs,negative,15
141,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,video,dogs,positive,60
142,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,video,dogs,positive,60
143,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,video,dogs,positive,30
144,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,video,dogs,positive,60
145,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,video,dogs,positive,70
146,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,video,dogs,negative,0
147,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,video,dogs,negative,5
148,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,video,dogs,positive,50
149,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,video,dogs,positive,65
150,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,video,dogs,positive,72
151,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,video,technology,positive,70
152,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,video,technology,positive,75
153,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,video,technology,positive,60
154,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,video,technology,negative,12
155,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,photo,soccer,positive,72
156,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,photo,soccer,neutral,20
157,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,photo,soccer,negative,12
158,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,photo,soccer,positive,45
159,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,photo,soccer,positive,70
160,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,photo,soccer,negative,5
161,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,photo,soccer,positive,65
162,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44,photo,soccer,positive,72
163,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07,photo,soccer,positive,70
164,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38,photo,soccer,positive,50
165,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17,photo,soccer,positive,65
166,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54,photo,public speaking,positive,70
167,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18,photo,public speaking,neutral,20
168,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35,photo,public speaking,negative,10
169,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03,photo,public speaking,positive,70
170,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02,photo,public speaking,positive,50
171,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55,photo,public speaking,neutral,20
172,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,photo,public speaking,positive,60
173,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37,photo,public speaking,negative,15
174,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59,photo,public speaking,positive,72
175,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15,photo,public speaking,positive,50
176,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27,photo,public speaking,positive,45
177,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23,photo,public speaking,positive,70
178,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51,photo,public speaking,neutral,35
179,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53,photo,public speaking,negative,12
180,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14,photo,public speaking,positive,45
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32,photo,public speaking,positive,75
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18,photo,public speaking,positive,70
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,photo,public speaking,positive,60
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24,photo,public speaking,negative,15
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15,photo,public speaking,negative,15
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57,photo,public speaking,negative,5
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22,photo,public speaking,negative,0
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:45,photo,public speaking,negative,0
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:58,photo,public speaking,positive,72
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:17,photo,public speaking,negative,10
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:39,photo,public speaking,positive,50
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59,photo,public speaking,positive,60
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:04,photo,public speaking,positive,45
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:10,photo,public speaking,positive,72
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:45,photo,public speaking,negative,12
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:57,photo,public speaking,positive,50
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:34,photo,public speaking,neutral,20
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:43,photo,public speaking,negative,15
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:15,photo,public speaking,positive,72
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:23,photo,public speaking,negative,5
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:58,photo,public speaking,negative,15
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06:19,photo,public speaking,positive,70
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:34,photo,public speaking,negative,15
204,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08:43,GIF,science,positive,75
205,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:30,GIF,science,positive,60
206,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 07:01:21,GIF,science,positive,45
207,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 02:39:21,GIF,science,positive,75
208,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 03:37:53,GIF,science,negative,12
209,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16:13,GIF,science,positive,70
210,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 00:54:10,GIF,science,neutral,20
211,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29 11:37:51,GIF,science,positive,72
212,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15 12:09:51,GIF,science,positive,45
213,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:10,GIF,science,negative,15
214,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:05,GIF,science,positive,60
215,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12 12:22:24,GIF,science,positive,70
216,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09 16:37:02,GIF,science,positive,50
217,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23 04:39:40,GIF,science,negative,5
218,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22 04:20:41,GIF,science,positive,65
219,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07 08:49:52,GIF,science,negative,0
220,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17 22:45:10,GIF,science,positive,72
221,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:08,GIF,science,negative,15
222,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-06 02:08:44,GIF,science,positive,45
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2021-03-26 05:42:40,GIF,science,positive,65
224,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-09-13 11:24:46,GIF,tennis,positive,70
225,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-28 21:06:52,GIF,tennis,negative,12
226,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2021-01-20 01:15:51,GIF,tennis,neutral,20
227,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-03 01:15:28,GIF,tennis,positive,75
228,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-09 10:46:06,GIF,tennis,negative,12
229,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2020-09-19 22:29:36,GIF,tennis,neutral,20
230,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-05-29 07:21:43,GIF,tennis,positive,75
231,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-05-15 19:04:28,GIF,tennis,negative,12
232,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-08-15 12:27:11,GIF,tennis,positive,45
233,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-02-15 03:32:10,GIF,tennis,neutral,35
234,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2021-03-29 19:03:01,GIF,tennis,negative,15
235,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2020-07-29 10:40:21,GIF,tennis,negative,15
236,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-08 13:47:13,GIF,tennis,negative,5
237,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-06 02:36:08,GIF,tennis,positive,60
238,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-07-25 16:31:01,GIF,tennis,positive,75
239,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2020-12-04 00:56:40,GIF,tennis,negative,12
240,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-22 02:08:51,GIF,tennis,positive,75
